"skadegrad";"kjonn";"trafikantgruppe";"moned";"skade"
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M12";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M01";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M02";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M03";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M04";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M05";7
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M06";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M07";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M08";7
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M09";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M10";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M11";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M12";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M01";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M02";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M03";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M04";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M05";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M06";10
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M07";9
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M08";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M09";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M10";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M11";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M12";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M01";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M02";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M03";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M04";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M05";8
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M06";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M07";13
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M08";10
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M09";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M10";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M11";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M12";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M01";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M02";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M03";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M04";9
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M05";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M06";9
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M07";11
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M08";10
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M09";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M10";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M11";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M12";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M01";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M02";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M03";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M04";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M05";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M06";9
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M07";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M08";8
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M09";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M10";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M11";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M12";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M01";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M02";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M03";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M04";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M05";12
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M06";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M07";10
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M08";9
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M09";8
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M10";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M11";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M12";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M01";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M02";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M03";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M04";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M05";8
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M06";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M07";10
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M08";7
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M09";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M10";5
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M11";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M12";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M01";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M02";2
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M03";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M04";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M05";7
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M06";7
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M07";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M08";7
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M09";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M10";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M11";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M12";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M01";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M02";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M03";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M04";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M05";10
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M06";8
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M07";4
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M08";11
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M09";11
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M10";6
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M11";3
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M12";1
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M01";0
"Alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M02";1
