"skadegrad";"kjonn";"trafikantgruppe";"moned";"skade"
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M03";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M04";3
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M05";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M07";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M08";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M11";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2012M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M03";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M04";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M05";3
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M06";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M07";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M08";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M09";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2013M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M03";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M04";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M05";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M06";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M07";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M08";4
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M10";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2014M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M03";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M04";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M05";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M07";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M08";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2015M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M03";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M04";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M05";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M07";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M08";4
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M09";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2016M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M03";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M04";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M05";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M07";3
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M08";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M10";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M11";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2017M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M03";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M04";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M05";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M07";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M08";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2018M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M03";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M04";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M05";2
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M06";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M07";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M08";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M09";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2019M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M03";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M04";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M05";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M07";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M08";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2020M12";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M01";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M02";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M03";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M04";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M05";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M06";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M07";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M08";1
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M09";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M10";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M11";0
"Drept";"Menn";"Forere g passasjerer po sykkel";"2021M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M05";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M10";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2012M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2013M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M08";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M09";2
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2014M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M08";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2015M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M09";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2016M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2017M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M02";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M06";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M09";2
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2018M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M05";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2019M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M06";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2020M12";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M01";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M02";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M03";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M04";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M05";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M06";1
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M07";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M08";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M09";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M10";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M11";0
"Drept";"Kvinner";"Forere g passasjerer po sykkel";"2021M12";0
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M01";3
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M02";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M03";22
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M04";38
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M05";58
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M06";55
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M07";36
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M08";62
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M09";48
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M10";36
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M11";9
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2012M12";2
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M01";5
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M02";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M03";7
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M04";30
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M05";35
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M06";69
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M07";38
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M08";53
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M09";48
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M10";25
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M11";15
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2013M12";10
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M01";11
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M02";8
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M03";13
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M04";30
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M05";55
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M06";61
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M07";52
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M08";51
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M09";51
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M10";28
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M11";17
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2014M12";12
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M01";9
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M02";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M03";11
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M04";30
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M05";35
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M06";51
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M07";35
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M08";57
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M09";37
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M10";32
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M11";14
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2015M12";6
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M01";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M02";8
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M03";13
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M04";35
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M05";52
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M06";50
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M07";32
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M08";59
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M09";57
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M10";27
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M11";11
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2016M12";9
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M01";9
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M02";3
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M03";21
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M04";19
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M05";58
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M06";40
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M07";27
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M08";40
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M09";39
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M10";23
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M11";15
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2017M12";5
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M01";2
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M02";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M03";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M04";21
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M05";46
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M06";38
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M07";37
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M08";36
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M09";41
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M10";28
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M11";20
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2018M12";4
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M01";11
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M02";8
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M03";12
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M04";20
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M05";37
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M06";50
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M07";18
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M08";34
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M09";40
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M10";30
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M11";13
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2019M12";14
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M01";17
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M02";8
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M03";7
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M04";15
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M05";35
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M06";51
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M07";17
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M08";54
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M09";42
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M10";35
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M11";23
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2020M12";14
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M01";1
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M02";8
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M03";15
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M04";13
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M05";31
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M06";50
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M07";33
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M08";40
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M09";18
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M10";31
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M11";17
"Skadde i alt";"Menn";"Forere g passasjerer po sykkel";"2021M12";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M01";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M02";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M03";5
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M04";7
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M05";17
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M06";22
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M07";23
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M08";18
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M09";21
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M10";15
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M11";5
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2012M12";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M01";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M02";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M03";4
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M04";13
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M05";39
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M06";23
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M07";10
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M08";31
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M09";21
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M10";12
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M11";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2013M12";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M01";3
